nohup python3 extended_maps.py config/binary-extended-maps 1000 out/extended_maps/winner_net4.bin out/extended_maps/4 out/extended_maps/progress4.txt out/extended_maps/fitness4.svg>> out/extended_maps/4.txt &


 ****** Running generation 0 ****** 

Population's average fitness: 66.72000 stdev: 1.69163
Best fitness: 70.00000 - size: (1, 2) - species 14 - id 14
Average adjusted fitness: 0.590
Mean genetic distance 9.299, standard deviation 1.911
Population of 300 members in 298 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    0     1     67.0    0.625     0
     2    0     1     68.0    0.750     0
     3    0     1     66.0    0.500     0
     4    0     1     68.0    0.750     0
     5    0     1     65.0    0.375     0
     6    0     1     67.0    0.625     0
     7    0     1     66.0    0.500     0
     8    0     1     68.0    0.750     0
     9    0     1     65.0    0.375     0
    10    0     3     64.0    0.250     0
    11    0     1     63.0    0.125     0
    12    0     1     67.0    0.625     0
    13    0     1     68.0    0.750     0
    14    0     1     70.0    1.000     0
    15    0     1     65.0    0.375     0
    16    0     1     68.0    0.750     0
    17    0     1     65.0    0.375     0
    18    0     1     67.0    0.625     0
    19    0     1     69.0    0.875     0
    20    0     1     67.0    0.625     0
    21    0     1     69.0    0.875     0
    22    0     1     66.0    0.500     0
    23    0     1     65.0    0.375     0
    24    0     1     64.0    0.250     0
    25    0     1     67.0    0.625     0
    26    0     1     65.0    0.375     0
    27    0     1     66.0    0.500     0
    28    0     1     62.0    0.000     0
    29    0     1     65.0    0.375     0
    30    0     1     67.0    0.625     0
    31    0     1     66.0    0.500     0
    32    0     1     69.0    0.875     0
    33    0     1     65.0    0.375     0
    34    0     1     66.0    0.500     0
    35    0     1     68.0    0.750     0
    36    0     1     65.0    0.375     0
    37    0     1     66.0    0.500     0
    38    0     1     66.0    0.500     0
    39    0     1     68.0    0.750     0
    40    0     1     68.0    0.750     0
    41    0     1     66.0    0.500     0
    42    0     1     68.0    0.750     0
    43    0     1     67.0    0.625     0
    44    0     1     65.0    0.375     0
    45    0     1     70.0    1.000     0
    46    0     1     66.0    0.500     0
    47    0     1     68.0    0.750     0
    48    0     1     68.0    0.750     0
    49    0     1     69.0    0.875     0
    50    0     1     65.0    0.375     0
    51    0     1     65.0    0.375     0
    52    0     1     70.0    1.000     0
    53    0     1     67.0    0.625     0
    54    0     1     68.0    0.750     0
    55    0     1     69.0    0.875     0
    56    0     1     68.0    0.750     0
    57    0     1     68.0    0.750     0
    58    0     1     66.0    0.500     0
    59    0     1     68.0    0.750     0
    60    0     1     68.0    0.750     0
    61    0     1     67.0    0.625     0
    62    0     1     68.0    0.750     0
    63    0     1     65.0    0.375     0
    64    0     1     68.0    0.750     0
    65    0     1     67.0    0.625     0
    66    0     1     66.0    0.500     0
    67    0     1     65.0    0.375     0
    68    0     1     67.0    0.625     0
    69    0     1     68.0    0.750     0
    70    0     1     65.0    0.375     0
    71    0     1     69.0    0.875     0
    72    0     1     67.0    0.625     0
    73    0     1     68.0    0.750     0
    74    0     1     64.0    0.250     0
    75    0     1     66.0    0.500     0
    76    0     1     70.0    1.000     0
    77    0     1     69.0    0.875     0
    78    0     1     65.0    0.375     0
    79    0     1     65.0    0.375     0
    80    0     1     65.0    0.375     0
    81    0     1     65.0    0.375     0
    82    0     1     65.0    0.375     0
    83    0     1     69.0    0.875     0
    84    0     1     66.0    0.500     0
    85    0     1     65.0    0.375     0
    86    0     1     69.0    0.875     0
    87    0     1     65.0    0.375     0
    88    0     1     67.0    0.625     0
    89    0     1     68.0    0.750     0
    90    0     1     69.0    0.875     0
    91    0     1     68.0    0.750     0
    92    0     1     68.0    0.750     0
    93    0     1     68.0    0.750     0
    94    0     1     66.0    0.500     0
    95    0     1     65.0    0.375     0
    96    0     1     68.0    0.750     0
    97    0     1     64.0    0.250     0
    98    0     1     65.0    0.375     0
    99    0     1     68.0    0.750     0
   100    0     1     65.0    0.375     0
   101    0     1       --       --     0
   102    0     1       --       --     0
   103    0     1       --       --     0
   104    0     1       --       --     0
   105    0     1       --       --     0
   106    0     1       --       --     0
   107    0     1       --       --     0
   108    0     1       --       --     0
   109    0     1       --       --     0
   110    0     1       --       --     0
   111    0     1       --       --     0
   112    0     1       --       --     0
   113    0     1       --       --     0
   114    0     1       --       --     0
   115    0     1       --       --     0
   116    0     1       --       --     0
   117    0     1       --       --     0
   118    0     1       --       --     0
   119    0     1       --       --     0
   120    0     1       --       --     0
   121    0     1       --       --     0
   122    0     1       --       --     0
   123    0     1       --       --     0
   124    0     1       --       --     0
