nohup python3 extended_maps.py config/binary-extended-maps 1000 out/extended_maps/winner_net3.bin out/extended_maps/3 out/extended_maps/progress3.txt out/extended_maps/fitness3.svg>> out/extended_maps/3.txt &


 ****** Running generation 0 ****** 

Population's average fitness: 66.59000 stdev: 1.77254
Best fitness: 71.00000 - size: (1, 2) - species 74 - id 74
Average adjusted fitness: 0.449
Mean genetic distance 9.380, standard deviation 1.731
Population of 300 members in 300 species:
   ID   age  size  fitness  adj fit  stag
  ====  ===  ====  =======  =======  ====
     1    0     1     65.0    0.250     0
     2    0     1     65.0    0.250     0
     3    0     1     64.0    0.125     0
     4    0     1     68.0    0.625     0
     5    0     1     67.0    0.500     0
     6    0     1     68.0    0.625     0
     7    0     1     65.0    0.250     0
     8    0     1     66.0    0.375     0
     9    0     1     66.0    0.375     0
    10    0     1     70.0    0.875     0
    11    0     1     68.0    0.625     0
    12    0     1     67.0    0.500     0
    13    0     1     64.0    0.125     0
    14    0     1     64.0    0.125     0
    15    0     1     68.0    0.625     0
    16    0     1     64.0    0.125     0
    17    0     1     65.0    0.250     0
    18    0     1     64.0    0.125     0
    19    0     1     66.0    0.375     0
    20    0     1     66.0    0.375     0
    21    0     1     66.0    0.375     0
    22    0     1     68.0    0.625     0
    23    0     1     64.0    0.125     0
    24    0     1     67.0    0.500     0
    25    0     1     68.0    0.625     0
    26    0     1     68.0    0.625     0
    27    0     1     65.0    0.250     0
    28    0     1     69.0    0.750     0
    29    0     1     67.0    0.500     0
    30    0     1     67.0    0.500     0
    31    0     1     66.0    0.375     0
    32    0     1     64.0    0.125     0
    33    0     1     66.0    0.375     0
    34    0     1     67.0    0.500     0
    35    0     1     68.0    0.625     0
    36    0     1     69.0    0.750     0
    37    0     1     66.0    0.375     0
    38    0     1     65.0    0.250     0
    39    0     1     67.0    0.500     0
    40    0     1     67.0    0.500     0
    41    0     1     67.0    0.500     0
    42    0     1     66.0    0.375     0
    43    0     1     68.0    0.625     0
    44    0     1     63.0    0.000     0
    45    0     1     64.0    0.125     0
    46    0     1     67.0    0.500     0
    47    0     1     66.0    0.375     0
    48    0     1     65.0    0.250     0
    49    0     1     69.0    0.750     0
    50    0     1     66.0    0.375     0
    51    0     1     64.0    0.125     0
    52    0     1     69.0    0.750     0
    53    0     1     66.0    0.375     0
    54    0     1     70.0    0.875     0
    55    0     1     65.0    0.250     0
    56    0     1     68.0    0.625     0
    57    0     1     64.0    0.125     0
    58    0     1     69.0    0.750     0
    59    0     1     65.0    0.250     0
    60    0     1     65.0    0.250     0
    61    0     1     64.0    0.125     0
    62    0     1     66.0    0.375     0
    63    0     1     65.0    0.250     0
    64    0     1     67.0    0.500     0
    65    0     1     65.0    0.250     0
    66    0     1     69.0    0.750     0
    67    0     1     66.0    0.375     0
    68    0     1     67.0    0.500     0
    69    0     1     66.0    0.375     0
    70    0     1     69.0    0.750     0
    71    0     1     67.0    0.500     0
    72    0     1     69.0    0.750     0
    73    0     1     70.0    0.875     0
    74    0     1     71.0    1.000     0
    75    0     1     65.0    0.250     0
    76    0     1     66.0    0.375     0
    77    0     1     69.0    0.750     0
    78    0     1     66.0    0.375     0
    79    0     1     64.0    0.125     0
    80    0     1     63.0    0.000     0
    81    0     1     66.0    0.375     0
    82    0     1     68.0    0.625     0
    83    0     1     66.0    0.375     0
    84    0     1     69.0    0.750     0
    85    0     1     66.0    0.375     0
    86    0     1     68.0    0.625     0
    87    0     1     69.0    0.750     0
    88    0     1     66.0    0.375     0
    89    0     1     69.0    0.750     0
    90    0     1     68.0    0.625     0
    91    0     1     68.0    0.625     0
    92    0     1     68.0    0.625     0
    93    0     1     68.0    0.625     0
    94    0     1     66.0    0.375     0
    95    0     1     69.0    0.750     0
    96    0     1     66.0    0.375     0
    97    0     1     66.0    0.375     0
    98    0     1     65.0    0.250     0
    99    0     1     67.0    0.500     0
   100    0     1     67.0    0.500     0
   101    0     1       --       --     0
   102    0     1       --       --     0
   103    0     1       --       --     0
   104    0     1       --       --     0
   105    0     1       --       --     0
   106    0     1       --       --     0
   107    0     1       --       --     0
   108    0     1       --       --     0
   109    0     1       --       --     0
   110    0     1       --       --     0
   111    0     1       --       --     0
   112    0     1       --       --     0
   113    0     1       --       --     0
   114    0     1       --       --     0
   115    0     1       --       --     0
   116    0     1       --       --     0
   117    0     1       --       --     0
   118    0     1       --       --     0
   119    0     1       --       --     0
   120    0     1       --       --     0
   121    0     1       --       --     0
   122    0     1       --       --     0
   123    0     1       --       --     0
   124    0     1       --       --     0
   125    0     1       --       --     0
   126    0     1       --       --     0
   127    0     1       --       --     0
   128    0     1       --       --     0
   129    0     1       --       --     0
   130    0     1       --       --     0
   131    0     1       --       --     0
